order_item_id,order_id,product_id,quantity,unit_price
316,103,1765,3,46.23
317,103,1359,10,62.87
318,103,955,9,320.92
319,103,1522,5,381.42
320,104,1984,6,126.26
321,104,640,7,392.58
322,105,1935,9,52.16
323,106,215,9,60.6
324,106,1479,8,233.38
325,106,13,5,371.63
326,106,952,8,135.84
327,106,1580,7,395.53
328,107,562,5,139.34
329,107,1761,4,54.28
330,107,164,2,312.15
331,107,282,1,395.3
332,108,955,1,320.92
333,109,1117,4,10.54
334,109,1001,10,25.34
335,109,1806,7,15.88
336,110,193,9,437.81
337,111,1097,4,451.99
338,112,119,8,256.54
339,112,186,7,388.61
340,112,876,9,69.8
341,112,332,3,385.65
342,112,76,6,357.74
343,113,1697,1,473.45
344,113,977,8,123.04
345,114,382,2,296.13
346,114,503,8,214.59
347,114,394,2,466.02
348,115,188,4,28.82
349,115,1087,2,168.46
350,115,1817,3,283.12
351,116,298,4,59.09
352,116,1638,2,14.52
353,116,742,6,497.77
354,117,1880,2,450.69
355,117,217,5,149.45
356,118,1016,3,129.51
357,118,1560,2,433.89
358,118,751,7,203.04
359,118,233,2,185.44
360,118,997,9,424.06
361,119,1023,2,376.63
362,119,802,1,104.81
363,119,942,1,142.71
364,120,1482,1,12.99
365,121,1429,8,288.44
366,121,980,4,297.2
367,121,647,7,385.33
368,122,192,4,15.0
369,122,722,7,290.86
370,122,1654,1,475.12
371,122,170,10,84.63
372,123,1405,9,371.33
373,123,500,2,420.9
374,123,1144,2,218.15
375,123,1567,10,242.57
376,123,1903,2,212.67
377,124,1006,9,374.99
378,124,1512,6,120.34
379,125,1958,5,300.05
380,125,1112,1,261.4
381,125,977,5,123.04
382,125,661,10,356.73
383,126,1725,10,421.76
384,126,1244,5,36.05
385,126,837,5,405.65
386,126,472,4,23.55
387,127,915,5,302.98
388,127,1329,7,165.74
389,127,1732,5,377.51
390,127,1162,8,46.08
391,128,412,2,347.67
392,128,360,8,294.08
393,128,924,10,206.77
394,128,1459,10,26.56
395,129,184,9,486.15
396,129,186,6,388.61
397,129,535,5,495.04
398,129,81,4,140.59
399,129,13,3,371.63
400,130,484,1,41.85
401,130,903,8,90.94
402,130,1332,10,425.35
403,130,1599,2,181.92
404,130,104,8,73.0
405,131,1385,1,6.17
406,131,387,7,293.27
407,132,775,7,203.2
408,132,1179,2,451.5
409,132,751,7,203.04
410,132,811,2,452.92
411,133,346,6,55.13
412,133,469,3,431.12
413,133,1198,3,269.57
414,134,1857,5,335.83
415,134,815,5,473.32
416,135,1329,3,165.74
417,135,1523,1,160.94
418,135,1604,7,176.66
419,135,1683,7,360.7
420,135,287,2,43.34
421,136,500,2,420.9
422,137,1840,6,104.97
423,137,291,1,274.16
424,137,800,8,493.77
425,137,1922,8,450.32
426,138,1864,8,498.84
427,138,1233,8,201.5
428,139,1519,4,288.03
429,139,843,2,31.73
430,139,871,7,413.19
431,140,1780,4,430.93
432,140,319,10,30.26
433,140,1390,6,70.2
434,140,1900,7,495.1
435,140,1983,2,7.66
436,141,403,10,126.29
437,141,759,10,27.48
438,141,172,7,365.79
439,141,1604,10,176.66
440,141,1977,2,230.47
441,142,1050,3,465.81
442,142,1614,6,387.39
443,142,223,1,113.53
444,143,986,10,232.35
445,144,226,6,163.16
446,144,658,5,485.54
447,144,624,9,379.55
448,144,1358,10,416.17
449,145,307,5,379.98
450,146,1272,5,122.44
451,146,1763,9,323.63
452,146,213,5,217.21
453,146,1025,4,83.08
454,147,1954,1,343.54
455,147,606,4,244.65
456,147,1955,1,263.55
457,147,587,1,137.04
458,147,375,8,276.45
459,148,444,3,8.65
460,148,400,7,459.37
461,148,832,8,346.59
462,149,538,3,331.22
463,149,1142,9,458.81
464,150,1343,2,121.54
465,150,1678,10,97.26
466,150,1255,8,28.37
467,150,276,1,294.36
468,151,1625,2,128.2
469,151,155,4,260.59
470,151,1692,9,90.9
471,151,1689,2,386.14
472,151,891,7,131.12
473,152,687,5,436.65
474,152,1474,10,422.07
475,153,461,5,31.14
476,153,327,6,346.83
477,153,47,6,260.73
478,153,652,2,317.4
479,154,886,8,320.41
480,155,22,4,124.14
481,155,703,8,56.54
482,155,1493,1,41.21
483,156,1320,6,79.21
484,156,980,6,297.2
485,156,711,7,384.18
486,157,1431,2,172.08
487,157,566,5,437.45
488,157,1706,10,414.66
489,157,1773,2,139.05
490,157,1390,7,70.2
491,158,1590,9,408.74
492,158,1435,8,402.77
493,158,202,3,77.88
494,158,982,2,110.0
495,158,403,7,126.29
496,159,819,8,280.99
497,159,1495,9,422.82
498,159,1507,2,188.72
499,159,974,1,58.22
500,159,1715,9,259.24
501,160,1291,3,287.98
502,160,328,10,76.35
503,161,1195,4,487.92
504,161,1397,5,273.89
505,162,1568,5,125.0
506,162,1545,2,78.92
507,163,371,3,434.41
508,163,1314,7,102.36
509,163,1908,4,285.28
510,164,1178,1,176.43
511,164,1521,10,206.71
512,164,1191,3,277.65
513,164,304,7,93.52
514,165,1225,2,104.72
515,165,506,9,47.54
516,165,201,9,182.82
517,165,11,5,183.33
518,165,1474,5,422.07
519,166,1924,6,126.19
520,166,1773,3,139.05
521,166,807,1,465.81
522,167,292,8,316.46
523,167,1292,7,241.16
524,167,179,5,132.19
525,167,573,10,363.67
526,168,1331,4,43.06
527,168,1638,6,14.52
528,168,1951,6,307.14
529,168,1172,6,43.6
530,169,130,5,309.13
531,169,1129,4,333.32
532,169,1752,2,131.27
533,169,527,3,479.03
534,170,1437,4,319.62
535,170,381,2,77.84
536,170,1951,5,307.14
537,170,764,3,289.66
538,171,1138,10,160.66
539,171,1024,1,326.09
540,171,95,5,473.05
541,171,1102,7,221.98
542,172,859,5,162.36
543,172,517,9,81.09
544,173,1266,1,211.02
545,173,1818,8,237.6
546,174,857,1,139.96
547,174,1224,1,219.11
548,174,1077,3,370.71
549,175,1669,1,327.0
550,175,344,6,176.73
551,175,692,8,24.56
552,176,393,6,98.74
553,177,1157,10,318.97
554,177,1090,4,340.59
555,177,517,10,81.09
556,177,553,8,342.45
557,178,1684,6,29.49
558,179,208,6,286.81
559,179,335,1,372.31
560,179,95,6,473.05
561,179,361,1,266.34
562,180,1113,9,150.54
563,180,702,8,167.12
564,180,651,5,25.32
565,180,1808,5,81.21
566,181,1907,1,44.3
567,181,1488,5,294.18
568,181,1470,4,375.4
569,181,1412,6,429.19
570,181,712,1,139.4
571,182,1058,8,115.14
572,182,883,8,389.12
573,182,1790,10,353.89
574,183,376,8,27.9
575,183,1342,7,346.08
576,183,449,10,152.76
577,183,969,3,27.34
578,183,1056,6,479.65
579,184,14,1,74.15
580,184,314,7,281.25
581,184,789,8,155.99
582,184,1281,2,412.44
583,184,449,2,152.76
584,185,790,4,458.53
585,185,62,3,300.15
586,186,1268,9,42.95
587,186,1860,1,341.88
588,186,1847,7,12.55
589,186,343,10,422.92
590,186,1162,5,46.08
591,187,1831,7,434.12
592,187,619,3,389.1
593,187,970,4,238.62
594,187,289,7,153.36
595,188,979,6,357.13
596,189,62,8,300.15
597,189,898,8,313.55
598,189,220,2,26.37
599,189,405,10,124.97
600,189,77,3,440.49
601,190,922,8,485.36
602,190,1704,7,239.32
603,190,1340,9,451.82
604,190,1803,5,251.7
605,190,508,6,88.6
606,191,243,1,441.57
607,191,1070,10,403.46
608,191,1710,5,270.25
609,192,1884,10,362.8
610,192,1864,10,498.84
611,192,1872,8,157.72
612,192,1907,1,44.3
613,192,12,8,217.17
614,193,440,3,27.42
615,193,1096,2,86.95
616,193,8,3,441.16
617,193,1980,7,497.14
618,194,982,6,110.0
619,194,558,6,70.78
620,194,368,4,486.63
621,195,609,5,150.73
622,195,889,4,204.03
623,195,1861,6,497.66
624,195,1590,9,408.74
625,196,1994,8,446.12
626,196,966,10,358.25
627,196,1845,1,136.14
628,196,1533,4,490.98
629,196,516,3,85.04
630,197,1357,10,331.79
631,198,1679,2,372.44
632,198,1372,7,181.13
633,198,1241,6,166.12
634,199,872,8,495.16
635,199,1220,10,211.28
636,199,1274,2,457.68
637,199,138,2,100.14
638,199,881,8,402.56
639,200,1141,10,497.4
640,200,339,1,302.4
641,200,983,8,86.81
642,200,89,7,416.24
643,201,822,3,239.91
644,201,1332,10,425.35
645,201,66,1,190.59
646,201,991,4,348.34
647,202,399,8,44.76
648,203,1996,5,290.78
649,203,236,5,496.52
650,203,1734,7,97.48
651,203,1648,3,475.02
652,203,1746,8,278.62
653,204,208,8,286.81
654,204,985,2,94.02
655,204,1938,4,381.34
656,204,547,9,41.93
657,205,1273,5,314.63
658,205,972,8,432.34
659,205,829,5,426.03
660,205,609,10,150.73
661,206,131,8,49.95
662,206,2,8,434.08
663,206,571,1,272.29
664,207,1374,6,113.11
665,208,1352,2,348.59
666,209,1977,9,230.47
667,210,1817,3,283.12
668,210,1520,1,357.97
669,211,112,4,456.86
670,211,1128,8,140.41
671,211,371,9,434.41
672,211,1144,1,218.15
673,211,1267,5,160.29
674,212,1614,2,387.39
675,212,1346,4,442.73
676,212,1304,5,214.36
677,213,1467,9,300.01
678,213,1682,2,171.31
679,213,323,8,376.98
680,213,1009,8,469.97
681,213,1725,9,421.76
682,214,27,7,273.26
683,215,1221,9,6.69
684,215,975,7,178.85
685,215,1746,5,278.62
686,215,1479,4,233.38
687,216,998,7,124.77
688,216,788,2,21.43
689,216,783,5,77.65
690,216,436,9,330.23
691,216,1311,7,58.62
692,217,1257,2,168.7
693,217,949,6,314.13
694,218,1616,2,493.32
695,218,1547,10,10.16
696,218,1151,7,431.46
697,218,820,8,264.89
698,219,1021,8,127.86
699,219,1270,2,410.21
700,219,1989,10,285.88
701,219,156,7,70.74
702,219,547,7,41.93
703,220,409,3,35.16
704,220,444,2,8.65
705,220,1596,3,120.78
706,221,962,10,355.13
707,221,1506,7,258.19
708,222,1591,10,370.08
709,222,1116,3,496.58
710,223,208,7,286.81
711,223,1246,7,393.12
712,223,1075,7,459.47
713,223,1317,2,202.69
714,223,255,6,110.6
715,224,1882,10,444.46
716,224,418,1,385.39
717,224,1286,9,285.54
718,225,845,7,244.51
719,225,1782,2,124.91
720,225,1421,10,47.82
721,226,473,1,156.67
722,226,1980,10,497.14
723,226,658,7,485.54
724,226,1262,3,75.47
725,226,299,4,361.85
726,227,1621,3,361.41
727,227,1931,1,180.31
728,228,671,8,218.26
729,228,1837,10,206.94
730,228,1293,8,224.02
731,228,1738,3,87.1
732,228,1060,8,305.97
733,229,1459,9,26.56
734,229,1193,4,226.83
735,229,1555,4,381.96
736,230,1877,2,267.98
737,230,1140,5,68.51
738,230,1586,8,349.5
739,230,940,2,33.51
740,230,1437,6,319.62
741,231,926,3,388.45
742,231,1308,3,423.72
743,231,1088,9,401.7
744,231,1354,6,56.77
745,231,1971,4,41.19
746,232,892,4,407.13
747,233,746,7,126.9
748,233,1849,5,294.83
749,233,293,4,275.14
750,233,1775,7,124.73
751,234,417,1,123.35
752,234,657,3,446.77
753,234,1888,10,5.53
754,234,1887,10,470.15
755,234,841,3,94.32
756,235,1040,2,466.19
757,236,1367,10,205.04
758,236,1753,7,12.31
759,236,668,5,89.17
760,236,1596,7,120.78
761,236,1372,6,181.13
762,237,936,8,396.28
763,237,1061,8,458.03
764,237,84,6,396.38
765,237,1310,1,128.34
766,238,755,1,39.64
767,238,1282,7,219.26
768,238,608,7,225.39
769,239,980,2,297.2
770,239,953,9,170.36
771,240,390,8,415.61
772,241,446,6,437.16
773,241,913,1,395.45
774,241,1324,4,278.47
775,241,1921,6,306.26
776,242,1998,5,13.69
777,242,769,3,90.18
778,242,781,10,174.7
779,242,1667,9,237.42
780,242,1968,7,445.61
781,243,1725,6,421.76
782,243,690,3,47.37
783,243,350,1,426.67
784,243,1469,5,118.55
785,243,771,4,381.41
786,244,1405,2,371.33
787,244,389,5,14.01
788,244,321,2,108.21
789,244,1255,8,28.37
790,244,1742,4,492.08
791,245,1337,8,56.39
792,245,1289,10,238.38
793,245,1805,1,472.87
794,246,702,2,167.12
795,246,311,9,384.08
796,247,197,1,492.07
797,247,1415,7,183.35
798,247,1856,9,314.65
799,248,1580,3,395.53
800,248,1060,1,305.97
801,248,1010,1,77.91
802,248,375,9,276.45
803,248,65,7,306.42
804,249,1820,5,156.51
805,249,1485,1,496.73
806,250,1933,6,271.32
807,250,155,4,260.59
808,251,556,9,446.49
809,251,518,7,134.09
810,251,1433,7,238.3
811,251,906,2,96.74
812,251,1390,9,70.2
813,252,486,7,244.33
814,252,1831,5,434.12
815,252,1166,8,77.76
816,253,366,6,79.66
817,254,1287,9,122.23
818,255,1072,5,218.03
819,255,1580,1,395.53
820,256,671,6,218.26
821,256,889,1,204.03
822,256,554,6,291.53
823,257,783,7,77.65
824,257,1688,10,255.34
825,258,1486,8,27.44
826,259,215,8,60.6
827,260,440,6,27.42
828,260,1913,5,360.04
829,260,1867,3,384.19
830,261,115,5,24.8
831,261,1993,10,48.5
832,261,1002,9,430.77
833,261,1384,9,79.67
834,261,1278,3,212.78
835,262,722,3,290.86
836,262,1362,4,467.53
837,262,10,2,80.46
838,262,1526,9,137.6
839,262,309,4,272.69
840,263,831,9,110.55
841,263,641,10,396.09
842,264,1589,1,498.5
843,265,572,8,105.11
844,265,1532,5,183.05
845,266,1534,1,173.0
846,266,978,1,481.76
847,266,1398,3,390.68
848,267,673,6,62.67
849,267,297,8,290.05
850,267,1876,2,115.04
851,267,1383,3,294.35
852,267,739,5,292.29
853,268,762,1,391.03
854,268,465,1,154.4
855,268,908,8,304.26
856,268,1147,3,359.45
857,268,1797,5,385.66
858,269,868,2,478.36
859,269,201,8,182.82
860,269,660,4,243.12
861,269,408,8,401.61
862,269,1415,2,183.35
863,270,200,4,310.45
864,270,1160,8,334.81
865,270,1758,10,90.78
866,271,1786,10,305.74
867,271,1443,3,278.02
868,271,1876,5,115.04
869,271,1890,6,96.7
870,271,888,5,158.27
871,272,1813,5,24.08
872,272,1262,8,75.47
873,272,1736,8,295.18
874,273,685,1,294.89
875,273,894,2,444.61
876,273,397,10,132.78
877,273,1863,6,450.4
878,273,1656,6,24.39
879,274,1294,1,186.94
880,274,1211,7,41.94
881,274,1111,2,194.82
882,274,1322,9,206.56
883,275,1266,5,211.02
884,275,1385,1,6.17
885,275,766,1,438.53
886,275,530,2,277.01
887,276,1818,10,237.6
888,276,77,1,440.49
889,276,936,10,396.28
890,276,446,6,437.16
891,276,427,4,346.21
892,277,912,5,424.87
893,277,440,6,27.42
894,277,1576,4,254.78
895,277,1503,9,116.28
896,278,1966,9,28.92
897,278,129,3,296.81
898,278,525,6,390.81
899,278,648,10,380.02
900,279,459,6,262.31
901,280,1320,8,79.21
902,280,1439,4,337.48
903,280,1286,10,285.54
904,280,555,9,365.42
905,281,1804,9,315.55
906,281,946,9,439.75
907,282,1742,3,492.08
908,282,1434,8,160.4
909,282,1713,3,277.55
910,283,739,4,292.29
911,283,292,9,316.46
912,283,1199,2,197.47
913,284,1568,6,125.0
914,284,1109,4,257.09
915,284,1851,2,23.73
916,285,1700,5,107.24
917,285,1645,3,75.69
918,285,445,5,111.17
919,285,1070,4,403.46
920,286,1449,8,462.72
921,286,1912,8,7.37
922,286,1291,9,287.98
923,287,1652,5,117.8
924,287,832,2,346.59
925,288,1459,9,26.56
926,288,1825,6,373.0
927,288,1101,2,489.17
928,289,690,4,47.37
929,290,1574,10,284.2
930,290,1829,8,384.28
931,290,1769,8,197.22
932,291,1568,1,125.0
933,291,458,4,226.35
934,291,1541,5,262.41
935,291,670,9,153.02
936,292,1516,10,389.95
937,293,1622,2,266.12
938,293,150,3,66.35
939,293,81,6,140.59
940,293,1212,1,39.05
941,294,1072,10,218.03
942,295,1678,10,97.26
943,296,1720,7,183.16
944,296,1026,8,417.82
945,297,695,8,66.32
946,298,829,8,426.03
947,298,1705,2,292.61
948,298,203,10,296.16
949,298,1631,9,84.95
950,298,1626,5,408.88
951,299,197,1,492.07
952,299,1425,8,326.51
953,299,454,7,227.35
954,300,1120,9,228.66
955,300,1398,9,390.68
956,300,36,3,10.17
957,300,1449,4,462.72
958,300,1130,5,72.8
959,301,1003,9,399.08
960,301,1994,3,446.12
961,301,730,3,496.54
962,301,775,4,203.2
963,301,1540,10,22.18
964,302,753,6,78.35
965,302,1770,4,234.24
966,303,1136,5,270.56
967,303,308,7,493.23
968,303,1064,10,266.34
969,303,1727,7,214.44
970,303,78,9,160.42
971,304,1901,6,493.29
972,305,911,9,415.08
973,305,1529,8,460.09
974,305,316,3,295.99
975,305,1401,5,253.17
976,305,172,3,365.79
977,306,1002,9,430.77
978,306,1727,8,214.44
979,306,832,4,346.59
980,306,295,4,98.21
981,307,1216,9,365.96
982,307,417,8,123.35
983,307,1604,9,176.66
984,307,1295,3,405.2
985,307,709,10,188.35
986,308,524,1,40.41
987,308,319,10,30.26
988,308,1735,8,284.63
989,309,1327,4,77.8
990,310,701,2,96.82
991,310,717,4,19.14
992,311,1786,5,305.74
993,311,1525,3,260.71
994,311,289,6,153.36
995,311,1323,2,137.38
996,312,1384,1,79.67
997,313,756,5,136.47
998,313,495,8,69.43
999,313,480,2,96.52
1000,313,904,8,55.95
1001,314,826,1,216.05
1002,314,337,9,228.87
1003,314,222,1,302.24
1004,314,325,7,212.57
1005,315,1152,6,438.4
1006,315,954,4,174.77
1007,315,1907,7,44.3
1008,315,1877,10,267.98
1009,315,1810,2,352.35
1010,316,552,2,90.58
1011,317,306,3,418.87
1012,317,1110,6,185.08
1013,317,756,7,136.47
1014,317,878,4,472.91
1015,318,317,10,263.35
1016,318,1472,5,490.9
1017,318,231,1,367.6
1018,318,1289,10,238.38
1019,319,788,1,21.43
1020,319,1353,1,347.67
1021,319,1237,9,151.1
1022,319,198,9,473.13
1023,320,1955,8,263.55
1024,321,102,2,275.68
1025,321,302,5,266.04
1026,322,1781,6,269.32
1027,322,1787,4,92.37
1028,322,1243,7,390.32
1029,322,1488,3,294.18
1030,323,855,2,300.12
1031,323,424,7,346.76
1032,324,386,1,41.34
1033,324,386,4,41.34
1034,324,565,8,35.75
1035,324,708,4,240.56
1036,324,1871,6,368.41
1037,325,141,4,51.15
1038,325,69,4,28.9
1039,326,962,3,355.13
1040,327,147,3,360.65
1041,327,1865,3,210.21
1042,327,1602,1,317.45
1043,328,739,1,292.29
1044,328,1282,6,219.26
1045,328,1390,5,70.2
1046,329,683,8,359.6
1047,329,337,4,228.87
1048,330,1229,2,268.24
1049,330,1032,4,240.59
1050,330,1197,10,243.57
1051,330,167,1,146.5
1052,330,1652,8,117.8
1053,331,1013,1,378.66
1054,332,1108,4,250.54
1055,332,1127,2,420.92
1056,333,1282,8,219.26
1057,333,1011,2,218.19
1058,333,1624,3,237.78
1059,333,403,4,126.29
1060,333,1661,5,82.67
1061,334,672,9,465.14
1062,334,1117,9,10.54
1063,335,1196,8,39.47
1064,335,1020,2,268.94
1065,335,306,6,418.87
1066,335,1167,4,86.3
1067,335,1103,3,36.79
1068,336,424,6,346.76
1069,337,197,6,492.07
1070,337,528,9,145.51
1071,337,463,9,47.86
1072,337,661,4,356.73
1073,337,1315,5,19.2
1074,338,427,3,346.21
1075,339,1117,7,10.54
1076,340,113,6,281.75
1077,340,156,8,70.74
1078,340,1849,8,294.83
1079,340,454,2,227.35
1080,340,307,5,379.98
1081,341,1251,5,474.92
1082,341,383,10,456.67
1083,341,650,10,411.41
1084,342,1227,6,95.89
1085,342,251,6,373.05
1086,342,421,9,41.51
1087,343,676,3,323.9
1088,343,164,8,312.15
1089,343,1967,7,85.02
1090,343,1987,3,281.56
1091,343,1104,8,187.73
1092,344,903,7,90.94
1093,344,1605,8,319.53
1094,344,937,1,99.57
1095,344,1814,9,462.34
1096,344,325,9,212.57
1097,345,192,8,15.0
1098,345,973,4,111.49
1099,345,1786,1,305.74
1100,345,177,5,215.28
1101,345,1745,5,141.73
1102,346,96,2,223.41
1103,346,1552,7,365.2
1104,346,1156,8,79.99
