order_id,customer_id,order_date,status,total_amount
91,2002,2024-05-12,Processing,5129.42
92,881,2024-03-28,Shipped,3504.22
93,3713,2023-12-01,Cancelled,10476.13
94,3752,2023-10-30,Cancelled,9461.32
95,2148,2024-08-18,Processing,2595.54
96,1663,2024-08-14,Delivered,3595.44
97,1815,2024-06-08,Cancelled,6141.05
98,2074,2024-03-15,Shipped,4890.47
99,2595,2024-04-16,Delivered,2584.38
100,2865,2024-02-04,Delivered,2731.61
101,3027,2024-09-17,Shipped,7309.24
102,4706,2024-09-25,Cancelled,4021.69
103,2709,2024-10-03,Delivered,6503.85
104,4113,2024-05-19,Processing,3505.62
105,2549,2024-01-02,Delivered,469.44
106,123,2023-11-29,Processing,8126.02
107,1586,2024-02-19,Processing,1933.42
108,1887,2024-07-01,Cancelled,320.92
109,4685,2024-05-25,Cancelled,406.72
110,4343,2024-01-09,Cancelled,3940.29
111,1491,2024-07-20,Shipped,1807.96
112,1298,2024-07-27,Cancelled,8704.18
113,1173,2024-08-14,Delivered,1457.77
114,2434,2024-02-25,Delivered,3241.02
115,3701,2024-02-08,Cancelled,1301.56
116,3521,2024-03-06,Delivered,3252.02
117,2903,2024-07-09,Cancelled,1648.63
118,1192,2023-10-19,Processing,6865.01
119,880,2023-10-21,Cancelled,1000.78
120,3329,2023-11-12,Delivered,12.99
121,3486,2024-06-10,Delivered,6193.63
122,4299,2024-03-17,Delivered,3417.44
123,1354,2024-09-05,Processing,7471.11
124,763,2024-05-30,Processing,4096.95
125,3709,2024-09-24,Shipped,5944.15
126,4156,2024-10-09,Shipped,6520.3
127,1479,2023-12-03,Cancelled,4931.27
128,2396,2024-06-05,Processing,5381.28
129,2810,2024-03-12,Cancelled,10859.46
130,2313,2023-12-02,Delivered,5970.71
131,2765,2024-02-18,Processing,2059.06
132,3884,2024-07-09,Delivered,4652.52
133,4560,2023-11-25,Processing,2432.85
134,3399,2024-03-05,Processing,4045.75
135,2158,2024-02-02,Shipped,4506.36
136,816,2024-03-31,Shipped,841.8
137,3149,2023-12-20,Cancelled,8456.7
138,4550,2024-10-05,Delivered,5602.72
139,3244,2024-01-05,Processing,4107.91
140,3667,2024-08-30,Processing,5928.54
141,3179,2024-06-23,Delivered,6325.77
142,3666,2024-03-06,Shipped,3835.3
143,770,2024-07-21,Cancelled,2323.5
144,4876,2024-07-11,Processing,10984.31
145,4215,2024-08-07,Delivered,1899.9
146,2076,2024-07-08,Cancelled,4943.24
147,1438,2024-06-19,Shipped,3934.33
148,2596,2024-01-16,Delivered,6014.26
149,4283,2024-06-11,Delivered,5122.95
150,4708,2024-10-13,Delivered,1737.0
151,3487,2023-10-22,Processing,3806.98
152,3677,2023-10-31,Delivered,6403.95
153,3249,2024-06-17,Shipped,4435.86
154,959,2023-12-11,Cancelled,2563.28
155,353,2024-05-30,Shipped,990.09
156,3404,2024-01-03,Cancelled,4947.72
157,3905,2024-09-10,Delivered,7447.51
158,2168,2024-06-25,Shipped,8238.49
159,3674,2024-09-23,Delivered,8822.12
160,3718,2023-11-01,Cancelled,1627.44
161,4143,2024-02-14,Shipped,3321.13
162,3979,2024-01-06,Shipped,782.84
163,4728,2024-06-04,Cancelled,3160.87
164,2200,2024-02-22,Cancelled,3731.12
165,142,2024-04-26,Shipped,5309.68
166,4351,2023-10-31,Processing,1640.1
167,3114,2023-11-28,Delivered,8517.45
168,1557,2024-07-27,Processing,2363.8
169,474,2023-11-24,Delivered,4578.56
170,2148,2024-06-12,Delivered,3838.84
171,3799,2024-01-10,Processing,5851.8
172,2154,2024-02-07,Processing,1541.61
173,3557,2024-08-19,Processing,2111.82
174,1313,2024-10-13,Processing,1471.2
175,4804,2024-05-24,Processing,1583.86
176,1595,2024-06-07,Shipped,592.44
177,4276,2024-03-11,Delivered,8102.56
178,364,2024-05-19,Shipped,176.94
179,1983,2023-12-24,Delivered,5197.81
180,664,2023-11-24,Cancelled,3224.47
181,4399,2024-02-15,Processing,5731.34
182,3494,2024-01-23,Delivered,7572.98
183,960,2023-12-15,Shipped,7133.28
184,2269,2023-10-29,Delivered,4421.22
185,4337,2023-10-22,Shipped,2734.57
186,564,2024-06-09,Delivered,5275.88
187,1624,2024-10-04,Processing,6234.14
188,87,2024-03-05,Delivered,2142.78
189,4759,2024-08-15,Delivered,7533.51
190,3253,2024-04-18,Cancelled,11414.6
191,4166,2024-01-24,Processing,5827.42
192,704,2023-10-23,Delivered,11659.82
193,1488,2024-04-18,Processing,5059.62
194,2268,2024-03-20,Shipped,3031.2
195,4841,2024-09-19,Processing,8234.39
196,3754,2024-01-05,Processing,9506.64
197,432,2024-07-04,Delivered,3317.9
198,3569,2024-05-22,Processing,3009.51
199,1398,2024-05-19,Cancelled,10410.2
200,2608,2024-07-08,Processing,8884.56
201,2335,2023-12-03,Cancelled,6557.18
202,4918,2023-11-17,Shipped,358.08
203,4505,2024-02-05,Processing,8272.88
204,4980,2024-01-10,Cancelled,4385.25
205,4906,2023-10-20,Delivered,8669.32
206,3392,2024-03-09,Delivered,4144.53
207,4148,2024-04-16,Processing,678.66
208,3477,2023-12-28,Delivered,697.18
209,1292,2024-02-08,Cancelled,2074.23
210,2687,2024-08-17,Cancelled,1207.33
211,1634,2024-08-01,Cancelled,7880.01
212,1694,2024-06-10,Cancelled,3617.5
213,4607,2024-03-12,Cancelled,13614.15
214,600,2024-07-20,Processing,1912.82
215,1139,2024-07-31,Processing,3638.78
216,912,2024-05-14,Shipped,4686.91
217,117,2024-02-06,Cancelled,2222.18
218,3398,2024-03-23,Cancelled,6227.58
219,3127,2023-10-25,Processing,5490.79
220,1735,2024-03-19,Delivered,485.12
221,2628,2024-05-08,Delivered,5358.63
222,580,2024-03-17,Shipped,5190.54
223,2924,2024-04-18,Processing,9044.78
224,2566,2024-08-25,Processing,7399.85
225,2524,2024-04-01,Cancelled,2439.59
226,3774,2024-10-04,Cancelled,10200.66
227,2138,2024-08-07,Delivered,1264.54
228,2756,2024-09-18,Delivered,8316.7
229,2409,2023-12-15,Processing,2674.2
230,1484,2024-05-23,Cancelled,5659.25
231,948,2024-05-12,Delivered,6557.19
232,963,2023-12-01,Processing,1628.52
233,1207,2024-09-14,Cancelled,4336.12
234,4153,2024-07-29,Shipped,6503.42
235,3783,2024-03-15,Delivered,932.38
236,2844,2024-05-05,Cancelled,4514.66
237,4780,2023-11-02,Shipped,9341.1
238,4347,2024-03-26,Shipped,3152.19
239,802,2024-06-06,Cancelled,2127.64
240,3781,2024-10-11,Delivered,3324.88
241,3756,2024-01-10,Delivered,5969.85
242,4899,2024-01-28,Shipped,7342.04
243,3551,2024-06-21,Shipped,5217.73
244,2376,2024-01-06,Shipped,3224.41
245,4428,2024-05-01,Processing,3307.79
246,3314,2024-01-11,Cancelled,3790.96
247,4510,2024-02-27,Cancelled,4607.37
248,4971,2023-12-02,Delivered,6203.46
249,2992,2023-10-24,Delivered,1279.28
250,3053,2024-01-11,Processing,2670.28
251,4222,2024-07-10,Delivered,7450.42
252,1570,2023-11-16,Delivered,4502.99
253,1843,2024-06-02,Delivered,477.96
254,1115,2024-09-02,Delivered,1100.07
255,4693,2024-04-17,Processing,1485.68
256,2835,2024-09-14,Shipped,3262.77
257,1,2024-03-04,Processing,3096.95
258,306,2024-09-21,Processing,219.52
259,1132,2024-06-10,Cancelled,484.8
260,825,2024-09-03,Processing,3117.29
261,1645,2024-01-16,Delivered,5841.3
262,3288,2024-09-10,Processing,5232.78
263,968,2023-11-02,Delivered,4955.85
264,4057,2023-10-25,Shipped,498.5
265,874,2023-11-09,Shipped,1756.13
266,597,2023-12-30,Processing,1826.8
267,3362,2024-07-03,Delivered,5271.0
268,3163,2024-01-23,Delivered,5986.16
269,3463,2024-05-28,Processing,6971.34
270,1803,2024-07-14,Shipped,4828.08
271,1077,2024-03-16,Processing,5838.21
272,4202,2024-02-20,Delivered,3085.6
273,2760,2024-02-14,Cancelled,5360.65
274,1176,2024-04-29,Cancelled,2729.2
275,3138,2023-11-10,Cancelled,2053.82
276,2853,2023-12-10,Cancelled,10787.09
277,933,2023-12-17,Delivered,4354.51
278,875,2024-01-21,Cancelled,7295.77
279,222,2024-03-20,Processing,1573.86
280,2974,2024-07-18,Cancelled,8127.78
281,696,2024-03-01,Processing,6797.7
282,2258,2024-10-02,Cancelled,3592.09
283,1140,2023-12-02,Processing,4412.24
284,747,2024-02-25,Cancelled,1825.82
285,680,2023-12-20,Delivered,2932.96
286,4050,2024-02-08,Shipped,6352.54
287,3086,2023-11-01,Processing,1282.18
288,732,2023-12-08,Shipped,3455.38
289,4008,2024-08-03,Cancelled,189.48
290,2514,2023-12-19,Shipped,7494.0
291,1317,2024-01-16,Processing,3719.63
292,4778,2024-08-19,Delivered,3899.5
293,2421,2024-02-02,Shipped,1613.88
294,1460,2024-06-02,Processing,2180.3
295,4927,2024-05-11,Cancelled,972.6
296,950,2024-10-05,Processing,4624.68
297,2095,2024-07-30,Shipped,530.56
298,249,2024-05-21,Shipped,9764.01
299,1079,2024-08-28,Shipped,4695.6
300,1977,2024-08-23,Shipped,7819.45
301,3968,2024-06-15,Shipped,7454.3
302,3179,2024-06-12,Processing,1407.06
303,3984,2024-03-07,Shipped,10413.67
304,3827,2024-04-19,Processing,2959.74
305,1871,2024-02-25,Cancelled,10667.63
306,779,2024-07-06,Shipped,7371.65
307,322,2023-10-27,Shipped,8969.48
308,1023,2024-04-18,Delivered,2620.05
309,2452,2024-09-17,Processing,311.2
310,675,2024-04-12,Delivered,270.2
311,3776,2024-05-03,Delivered,3505.75
312,2367,2024-07-25,Delivered,79.67
313,2920,2024-07-29,Shipped,1878.43
314,1231,2024-10-13,Cancelled,4066.11
315,720,2024-09-07,Delivered,7024.08
316,666,2024-07-19,Shipped,181.16
317,1764,2024-06-21,Shipped,5214.02
318,2613,2024-07-29,Processing,7839.4
319,4189,2024-04-05,Cancelled,5987.17
320,4210,2024-04-30,Delivered,2108.4
321,4955,2024-04-11,Delivered,1881.56
322,3214,2024-10-15,Processing,5600.18
323,1389,2023-11-19,Shipped,3027.56
324,2242,2024-01-18,Shipped,3665.4
325,1920,2023-12-29,Processing,320.2
326,1594,2024-10-01,Cancelled,1065.39
327,4508,2024-05-09,Shipped,2030.03
328,4247,2024-06-28,Cancelled,1958.85
329,556,2023-11-07,Processing,3792.28
330,2472,2024-05-11,Delivered,5023.44
331,1457,2024-04-07,Shipped,378.66
332,970,2023-11-01,Delivered,1844.0
333,563,2024-10-13,Shipped,3822.31
334,3793,2024-07-29,Cancelled,4281.12
335,2820,2024-02-17,Delivered,3822.43
336,3650,2023-11-30,Delivered,2080.56
337,57,2023-12-16,Delivered,6215.67
338,3552,2024-07-28,Delivered,1038.63
339,4335,2024-02-29,Cancelled,73.78
340,1245,2024-07-07,Cancelled,6969.66
341,4207,2024-05-13,Cancelled,11055.4
342,576,2024-08-12,Cancelled,3187.23
343,1780,2023-11-27,Cancelled,6410.56
344,1589,2024-08-28,Processing,9366.58
345,4228,2024-02-20,Shipped,2656.75
346,2861,2024-07-09,Cancelled,4267.83
347,2364,2024-01-18,Processing,2076.21
348,4720,2024-03-08,Shipped,2771.62
349,2478,2024-09-23,Cancelled,3024.8
350,610,2023-11-18,Processing,8337.64
351,4761,2024-10-04,Shipped,809.58
352,1665,2024-10-09,Shipped,6312.25
353,2922,2024-01-31,Delivered,2487.32
354,2755,2023-12-15,Processing,395.78
355,4443,2023-11-07,Shipped,2500.19
356,4329,2024-07-12,Shipped,4522.02
357,3730,2024-05-21,Delivered,4867.79
358,2284,2024-09-13,Processing,8424.62
359,414,2023-10-30,Shipped,2269.16
360,3995,2024-08-01,Delivered,10057.72
361,4928,2024-07-20,Cancelled,3658.42
362,2476,2023-11-23,Shipped,5395.01
363,4803,2024-09-11,Delivered,2956.3
364,2650,2024-08-07,Delivered,6796.17
365,563,2024-07-12,Processing,3157.03
366,2708,2024-03-31,Delivered,1300.82
367,2006,2024-08-13,Processing,5309.29
368,2442,2023-11-21,Shipped,8549.94
369,2392,2024-02-01,Delivered,2501.3
370,1913,2023-11-08,Shipped,5655.06
371,2003,2024-04-29,Cancelled,5572.98
372,2593,2024-01-01,Shipped,432.34
373,1581,2024-05-05,Shipped,5406.31
374,3198,2023-11-14,Shipped,260.18
375,1410,2024-01-21,Processing,5330.78
376,1175,2024-08-12,Processing,3079.26
377,4437,2023-12-24,Cancelled,5813.98
378,335,2024-08-29,Cancelled,8926.96
379,508,2024-04-11,Processing,3204.6
380,2793,2024-03-18,Cancelled,2344.72
381,581,2024-09-12,Processing,2091.18
382,633,2024-02-05,Cancelled,3873.67
383,928,2024-02-01,Cancelled,7115.97
384,4053,2023-11-28,Delivered,1882.58
385,1359,2024-08-03,Shipped,415.4
386,1613,2024-03-31,Processing,428.22
387,4249,2024-01-17,Delivered,4559.04
388,3861,2024-08-02,Cancelled,1598.24
389,436,2023-12-02,Shipped,1653.86
390,2502,2024-09-02,Delivered,6198.9
391,2249,2024-01-25,Cancelled,509.84
392,3569,2023-12-13,Shipped,4112.29
393,4968,2023-12-24,Shipped,2763.67
394,4392,2024-09-18,Processing,3994.03
395,3146,2024-06-27,Cancelled,7092.65
396,134,2023-11-07,Delivered,1212.28
397,2103,2024-04-08,Delivered,3303.0
398,1021,2023-11-19,Delivered,9222.61
399,2837,2024-02-25,Cancelled,9727.12
400,65,2024-04-21,Delivered,2982.84
401,1415,2024-05-16,Delivered,4999.38
402,2477,2024-05-13,Cancelled,8116.52
403,3876,2023-12-10,Processing,5845.48
404,4773,2024-09-16,Cancelled,4088.19
405,30,2024-07-31,Delivered,797.4
406,919,2024-09-06,Shipped,5506.82
407,4503,2024-01-20,Delivered,444.27
408,2435,2024-03-09,Shipped,4060.45
409,4044,2023-11-03,Cancelled,6230.44
410,1691,2024-05-06,Processing,1956.05
411,444,2024-09-14,Shipped,4958.2
412,2530,2024-01-21,Cancelled,5917.95
413,792,2024-02-14,Delivered,7324.59
414,4392,2023-11-12,Shipped,2689.62
415,985,2024-07-14,Shipped,2764.1
416,2765,2024-04-17,Shipped,1758.66
417,3646,2024-04-11,Processing,8765.02
418,1897,2024-09-01,Cancelled,4646.7
419,222,2024-06-27,Delivered,8632.24
420,962,2023-12-20,Shipped,7727.88
421,686,2024-09-15,Cancelled,2019.0
422,1750,2024-08-11,Shipped,9553.2
423,2914,2024-02-23,Cancelled,2869.57
424,1462,2024-08-27,Shipped,8655.0
425,4230,2023-12-24,Delivered,7421.24
426,3050,2024-08-20,Processing,1759.86
427,1694,2023-11-14,Processing,5296.4
428,4897,2023-11-11,Cancelled,4731.33
429,4870,2024-09-09,Processing,289.0
430,3418,2024-02-08,Delivered,2077.14
431,2148,2024-08-18,Shipped,908.56
432,1091,2024-09-04,Delivered,5763.51
433,3349,2024-03-11,Shipped,8567.76
434,1421,2024-05-17,Delivered,6000.15
435,577,2024-02-10,Processing,3044.15
436,2564,2023-12-25,Cancelled,2414.12
437,2751,2023-10-30,Shipped,3993.48
438,3145,2024-10-02,Cancelled,6014.65
439,4295,2024-07-22,Cancelled,10098.76
440,4517,2024-04-01,Delivered,7539.35
441,330,2024-05-01,Processing,7089.52
442,2138,2023-11-07,Cancelled,2540.43
443,3376,2023-12-24,Delivered,4958.69
444,4702,2024-08-01,Shipped,4244.47
445,302,2024-05-20,Shipped,6835.55
446,1738,2024-05-24,Delivered,1565.59
447,625,2024-06-28,Processing,3361.83
448,4864,2024-01-16,Processing,4040.31
449,4413,2024-04-10,Shipped,2780.86
450,4331,2024-06-09,Cancelled,2603.34
451,2626,2024-05-19,Cancelled,531.42
452,4576,2024-08-02,Cancelled,972.99
453,3244,2024-08-30,Cancelled,2430.24
454,1072,2024-01-11,Delivered,4215.78
455,267,2024-07-11,Delivered,2547.78
456,2495,2023-12-23,Processing,6164.68
457,1856,2023-10-24,Delivered,5469.08
458,4743,2024-07-02,Cancelled,3499.66
459,976,2024-02-18,Delivered,3916.3
460,5000,2024-05-12,Shipped,3073.1
461,3529,2024-09-19,Shipped,883.82
462,118,2024-09-14,Delivered,8305.74
463,4017,2024-04-21,Shipped,5632.73
464,4024,2023-10-30,Shipped,8258.59
465,1740,2024-03-01,Cancelled,2071.98
466,3148,2024-04-02,Cancelled,7915.24
467,2831,2024-08-27,Cancelled,4738.86
468,908,2024-09-09,Delivered,8309.76
469,1530,2024-10-12,Shipped,3281.62
470,3865,2024-05-28,Processing,12476.52
471,638,2024-06-24,Cancelled,5942.77
472,3079,2024-02-17,Delivered,2726.97
473,1977,2023-10-22,Cancelled,3247.94
474,1861,2024-01-25,Processing,2976.29
475,3652,2024-10-14,Delivered,6490.79
476,1133,2024-03-08,Shipped,945.9
477,52,2024-01-10,Delivered,1576.05
478,3939,2024-04-03,Processing,64.29
479,2698,2024-09-05,Cancelled,5747.24
480,3118,2024-08-04,Delivered,5756.21
481,1916,2024-08-08,Delivered,2171.69
482,4120,2024-09-19,Shipped,1581.4
483,421,2024-10-15,Delivered,2813.37
484,2212,2024-09-12,Delivered,999.12
485,4831,2023-12-08,Cancelled,3877.8
486,2006,2023-11-15,Processing,111.44
487,4029,2024-09-01,Cancelled,8589.53
488,2142,2024-04-28,Delivered,4656.98
489,1293,2024-03-10,Processing,7557.43
490,756,2024-03-27,Shipped,3843.0
491,4156,2023-12-17,Delivered,2168.0
492,3297,2024-05-03,Processing,9636.27
493,3928,2023-11-02,Shipped,2131.8
494,256,2024-07-29,Delivered,9566.48
495,457,2024-10-01,Shipped,518.76
496,4800,2024-08-16,Shipped,5935.77
497,2330,2024-01-22,Delivered,2353.6
498,320,2024-09-11,Shipped,627.9
499,1028,2024-10-14,Cancelled,3077.54
500,20,2023-12-08,Delivered,4413.76
501,1284,2024-09-21,Delivered,3342.34
502,2474,2024-08-08,Shipped,6149.83
503,4351,2024-01-02,Delivered,10941.3
504,3968,2024-04-29,Processing,39.64
505,3413,2023-10-29,Processing,2941.8
506,3140,2024-03-06,Processing,1811.3
507,792,2023-12-19,Delivered,7359.14
508,1763,2023-11-22,Shipped,3454.92
509,245,2024-03-25,Cancelled,2393.7
510,1548,2024-07-12,Cancelled,4953.44
511,1693,2023-10-21,Shipped,3323.15
512,2549,2023-12-30,Cancelled,6636.68
513,333,2024-07-23,Cancelled,3699.11
514,3582,2024-05-22,Delivered,5350.34
515,3601,2024-07-01,Cancelled,9758.55
516,1306,2024-04-02,Shipped,2121.0
517,4700,2023-11-22,Cancelled,10728.0
518,2706,2023-12-27,Shipped,1284.81
519,2224,2024-05-14,Cancelled,4608.22
520,2042,2024-02-14,Delivered,4077.01
521,1935,2024-09-14,Shipped,1176.98
522,3196,2024-03-07,Shipped,4788.02
523,1672,2024-09-13,Delivered,6546.1
524,809,2024-08-09,Processing,7096.26
525,280,2024-04-18,Shipped,3343.76
526,2595,2024-03-05,Processing,4427.2
527,502,2023-10-17,Processing,2792.23
528,2287,2024-10-12,Delivered,3204.27
529,2667,2023-11-26,Cancelled,1315.2
530,2976,2023-12-05,Cancelled,3194.24
531,3847,2023-12-09,Delivered,727.52
532,442,2024-01-18,Processing,2540.01
533,2766,2024-07-24,Cancelled,5618.01
534,3952,2024-01-10,Processing,9648.83
535,324,2024-03-19,Processing,3802.34
536,3858,2023-12-27,Shipped,873.06
537,1733,2024-01-07,Shipped,1299.0
538,1454,2024-04-12,Processing,5466.98
539,3965,2024-10-03,Delivered,2467.03
540,74,2024-10-07,Processing,2142.78
541,4594,2024-04-14,Delivered,9852.6
542,2262,2024-06-28,Cancelled,6676.25
543,3647,2023-12-09,Cancelled,2119.18
544,1455,2023-11-16,Processing,4719.05
545,2776,2024-01-30,Processing,396.11
546,291,2024-10-08,Processing,6025.7
547,4790,2023-12-13,Shipped,5563.95
548,4405,2024-01-18,Shipped,8471.66
549,212,2024-09-02,Delivered,5014.54
550,4694,2024-01-26,Delivered,1613.29
551,2373,2024-06-22,Shipped,7800.51
552,3889,2024-01-16,Delivered,2683.27
553,2482,2024-03-11,Shipped,11440.46
554,1376,2024-05-07,Processing,3882.48
555,1110,2024-08-02,Shipped,5011.82
556,4495,2024-05-15,Delivered,1009.48
557,306,2023-10-31,Delivered,2070.4
558,4697,2023-12-27,Processing,6579.24
559,1973,2024-04-22,Cancelled,6897.04
560,3048,2023-12-25,Delivered,8559.96
561,4433,2023-12-20,Cancelled,4044.23
562,1062,2024-03-24,Delivered,1494.5
563,4247,2023-12-19,Delivered,3912.08
564,3097,2023-12-07,Processing,719.73
565,2300,2024-04-11,Shipped,6653.61
566,998,2024-03-12,Shipped,4599.46
567,4333,2023-10-24,Processing,5126.44
568,1363,2024-01-25,Shipped,7446.41
569,4193,2024-03-04,Cancelled,1831.7
570,4673,2024-03-10,Processing,3409.42
571,2630,2024-08-18,Delivered,6203.13
572,466,2024-04-03,Cancelled,8287.36
573,4111,2024-03-16,Delivered,818.01
574,4797,2024-02-02,Delivered,10728.69
575,3119,2023-11-18,Delivered,4597.2
576,3778,2024-01-30,Shipped,1080.46
577,3169,2024-09-07,Delivered,334.33
578,2013,2024-04-04,Delivered,1919.28
579,4084,2024-03-13,Shipped,7279.07
580,2071,2024-08-29,Delivered,2928.07
581,3251,2023-10-27,Shipped,9904.87
582,635,2023-12-07,Cancelled,1489.56
583,111,2024-07-04,Cancelled,669.63
584,3306,2024-09-19,Cancelled,4533.99
585,3762,2024-06-17,Delivered,3925.96
586,158,2023-12-11,Cancelled,1200.32
587,178,2024-07-10,Delivered,10678.58
588,1758,2024-06-27,Shipped,595.94
589,4839,2024-08-20,Delivered,1082.1
590,2840,2023-12-31,Shipped,5017.85
591,94,2024-03-07,Cancelled,1863.18
592,4621,2024-03-11,Delivered,5116.95
593,1177,2024-07-13,Shipped,478.8
594,1677,2023-10-17,Delivered,5368.62
595,3369,2023-12-23,Processing,7262.96
596,1773,2024-02-18,Cancelled,4224.02
597,2490,2024-01-02,Delivered,1073.54
598,3189,2023-11-04,Cancelled,2943.08
599,4774,2024-05-15,Shipped,8036.79
600,3765,2024-09-25,Delivered,3662.74
601,521,2024-02-03,Cancelled,10862.86
602,639,2024-10-08,Cancelled,1283.69
603,2840,2024-02-04,Cancelled,6570.88
604,3315,2024-03-19,Cancelled,2090.04
605,4146,2024-09-19,Delivered,1909.74
606,2629,2024-01-29,Delivered,2674.64
607,1204,2023-11-06,Shipped,2583.43
608,3902,2024-04-09,Shipped,1712.16
609,4876,2024-03-23,Processing,8089.43
610,38,2024-09-24,Processing,9882.74
611,2875,2024-07-30,Delivered,5621.64
612,3765,2024-01-05,Processing,4131.16
613,1926,2024-07-04,Delivered,1533.21
614,4716,2024-08-14,Cancelled,3963.42
615,4925,2023-11-14,Processing,5303.18
616,844,2024-07-06,Delivered,2915.52
617,3722,2024-08-26,Cancelled,5901.84
618,3356,2024-05-14,Shipped,3841.23
619,1722,2024-08-22,Processing,1360.18
620,3856,2024-05-11,Cancelled,10221.86
621,1749,2024-02-09,Cancelled,2630.23
622,2057,2024-08-16,Delivered,768.12
623,4758,2023-12-14,Processing,5401.13
624,3225,2024-03-14,Shipped,757.74
625,2097,2024-02-28,Processing,2279.21
626,3263,2024-03-13,Processing,5329.21
627,4280,2023-11-21,Cancelled,6138.04
628,683,2024-09-15,Processing,4770.8
629,4593,2024-04-17,Delivered,3073.19
630,3667,2024-03-31,Cancelled,2184.66
631,4958,2023-11-07,Cancelled,1850.1
632,2426,2024-07-03,Cancelled,7970.82
633,4026,2024-03-22,Delivered,1186.08
634,1214,2023-12-17,Cancelled,7108.88
635,2907,2024-03-04,Shipped,558.39
636,1652,2024-01-10,Delivered,5024.6
637,3575,2024-06-18,Processing,501.43
638,1651,2024-08-10,Delivered,8651.42
639,452,2024-02-15,Processing,1249.73
640,1363,2024-09-30,Processing,3828.16
641,2604,2024-01-29,Cancelled,9748.3
642,4602,2024-06-03,Delivered,3387.7
643,2170,2024-09-14,Cancelled,7474.7
